meal_id,meal_name,category,restaurant,brand,price_egp,description,nutrition_grade,energy_kcal,fat_g,carbs_g,protein_g,image_url,rating,num_ratings,prep_time_min,is_available,source,calories,scraped_at,avg_sentiment
4056489443025,Pizza Margherita Steinofen,Pizzas,Golden Fork,TRATTORIA Alfredo,114.0,"Pizzaboden [Weizenmehl, Trinkwasser, Rapsöl, Backhefe, Speisesalz, Weizensauerteig getrocknet, geröstetes Malzmehl (Weizen, Gerste). Weizenquellmehl), 29% Tomatensauce (27,6% Tomatenpüree, Basilikum, ",c,204.0,4.5,31.0,8.6,https://images.openfoodfacts.org/images/products/405/648/944/3025/front_de.117.400.jpg,4.6,1398,42,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
6111259092570,Mozza Pizza,Pizzas,Royal Kitchen,gastro mixte,87.0,"Fromage: Lait frais pasteurisé, ferment lactique, présure Halal, beurre laitier Amidon, huile végétale, sel émusifiant, sorbate de potassium, sel de table, arôme naturel, colorant naturel.",unknown,,80.0,,,https://images.openfoodfacts.org/images/products/611/125/909/2570/front_fr.3.400.jpg,4.2,436,23,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4001724036616,Ristorante Pizza Royale,Pizzas,Golden Fork,docteur Oetker,45.0,"Farine de blé, 19% fromage (mozzarella, emmental), 12% purée de tomate, 9,7% jambon cuit (viande de porc, eau, sel, dextrose, stabilisants (diphosphates, triphosphates, nitrite de sodium), antioxydant",c,223.0,9.4,23.0,11.0,https://images.openfoodfacts.org/images/products/400/172/403/6616/front_fr.17.400.jpg,3.7,545,18,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160833900,"Pizza Margherita Tomate, Mozzarella",Pizzas,Fresh & Fit,Picard,127.0,"Mozzarella en morceau et en bille 31,9% (UE ; _lait_, sel, ferment _lactique_, présure, correcteur d’acidité : acide citrique), farine de _blé_ (_gluten_), pulpe de tomate 21,3%, eau, semoule de _blé_",d,227.0,7.6,29.0,9.6,https://images.openfoodfacts.org/images/products/327/016/083/3900/front_fr.60.400.jpg,4.7,106,17,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242273050253,Pizza Crust Cheesy 4 Fromages,Pizzas,The Grill House,"Sodebo, pizza crust",51.0,"Pâte moelleuse à pizza (farines de BLE et de BLE malté, eau, levain de germe de BLE, levure boulangère, sel), purée de tomates, MOZZARELLA, EMMENTAL, FROMAGE à pâte pressée cuite, eau, BLEU, CREME lég",d,216.0,7.4,25.0,11.0,https://images.openfoodfacts.org/images/products/324/227/305/0253/front_fr.71.400.jpg,4.5,159,36,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242272345558,Dolce Pizza - Campanella,Pizzas,Mama's Kitchen,"Sodebo, dolce",127.0,"Pâte fine à pizza (farines de _blé_ et de _blé_ malté, eau, levure boulangère, sel), _mozzarella_, purée de tomates 14%, viande de porc, eau, olives noires avec noyau, roquette, farine de _blé_, amido",c,227.894736842105,6.31578947368421,27.8947368421053,14.2105263157895,https://images.openfoodfacts.org/images/products/324/227/234/5558/front_fr.109.400.jpg,4.5,377,34,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
5060198643583,Pizza Fiorentina,Pizzas,Shawarma Station,CROSTA MOLLICA,31.0,"Wheat Flour, Roasted Garlic Sauce (14.2%) (Cream, Water, Hard Cheese (Cow's Milk)), Sunflower Oil, Maize Starch, Lemon Juice, Roasted Garlic, Salt, Black Pepper), Water, Seasoned Spinach (10.1%) (Spin",c,232.444444444444,8.4,29.0,8.8,https://images.openfoodfacts.org/images/products/506/019/864/3583/front_en.23.400.jpg,4.4,1058,49,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4002084344113,Pizza Delamama La Royale Pouleto,Pizzas,Burger Factory,Pizzaiolo,139.0,"Farine de _blé_, eau, _crème_ fraîche 10,6%, blanc de poulet rôti traité en salaison 10,1% (blanc de poulet 9,9%, dextrose, amidon, sel), champignons de Paris 6,3%, _mozzarella_ 4,8 %, huile de colza,",d,259.0,11.0,29.0,10.0,https://images.openfoodfacts.org/images/products/400/208/434/4113/front_fr.16.400.jpg,4.2,1223,50,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
10086988,Schar Maestro Cereale,Pizzas,Royal Kitchen,Schär,49.0,"Amidon de maïs, eau, levain 14% (farine de riz, eau), amidon de riz, fibre végétale (psyllium), sirop d riz, huile de tournesol, flocons de soja, graines de tourn 2,1%, farine de millet 2%, graines de",b,249.0,6.6,38.0,4.5,https://images.openfoodfacts.org/images/products/000/001/008/6988/front_en.77.400.jpg,4.6,544,35,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3700009272718,Pizza Tomates Mozzarella,Pizzas,Fresh & Fit,Mix Buffet,40.0,"Pâte 45,7% (farine de BLÉ, eau, huile d'olive vierge extra, levure, sel), MOZZARELLA 20,7%, purée de tomates 9,6%, billes de MOZZARELLA 7,1% (LAIT de vache pasteurisé, sel, ferments LACTIQUES, coagula",d,243.0,9.1,28.0,11.0,https://images.openfoodfacts.org/images/products/370/000/927/2718/front_fr.27.400.jpg,4.1,466,28,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242273050055,Sodebo Pizza Crust - Classic,Pizzas,Daily Bites,"Sodebo, pizza crust",96.0,"Pâte moelleuse à pizza (farines de BLE et de BLE malté, eau, levain de germe de BLE, levure boulangère, sel), purée de tomates, MOZZARELLA, jambon de porc, eau, EMMENTAL, CREME légère, RICOTTA 1%, oli",d,217.0,7.2,26.0,11.0,https://images.openfoodfacts.org/images/products/324/227/305/0055/front_fr.98.400.jpg,4.7,736,41,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160890279,"Pizza N°18 - Thon, Tomate, Olive",Pizzas,Golden Fork,Picard,96.0,"Farine de _blé_ (_gluten_), pulpe de tomates 15,3% , _thon_ à l'huile d'olive 12% [_thon_ albacore 11,7% (_poissons_), huile d'olive, sel], _mozzarella_ 11,3% (UE ; contient _lait_), eau, oignon rouge",c,207.0,6.6,26.0,10.0,https://images.openfoodfacts.org/images/products/327/016/089/0279/front_fr.36.400.jpg,4.3,386,22,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160891139,"Pizza N°14 - Tomate, Poulet Mariné, Artichaut",Pizzas,Pasta Corner,Picard,52.0,"Farine de BLÉ (GLUTEN), pulpe de tomate 15,1%, poulet cuit rôti traité en salaison [filet de poulet 10,3% (origine: UE), huile de tournesol, amidon de pomme de terre, sel, arôme naturel, paprika], art",c,196.0,5.5,26.0,9.3,https://images.openfoodfacts.org/images/products/327/016/089/1139/front_fr.45.400.jpg,3.9,690,42,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4002084344076,Pizza Six Fromagio,Pizzas,The Foodie Hub,Pizz'olo,97.0,"Farine de blé, eau, purée de tomates 13.4%, édam 6.5%, mozzarella 6.5%, cheddar 5.1%, fromage à pâte pressée non cuite &quot;ballycashel&quot; 3.5%, huile de colza, pecorino (fromage à pâte dure à bas",d,263.0,11.0,29.0,11.0,https://images.openfoodfacts.org/images/products/400/208/434/4076/front_fr.28.400.jpg,3.5,440,41,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160371983,Pizza 3 Fromages,Pizzas,Sushi World,picard,29.0,"Farine de blé, mozzarella 13,7 %, purée de tomate 13,1 %, emmental 11,2%, Gorgonzola 7,5 %, eau, huile d'olive vierge-extra, levure, sel",d,266.0,12.0,26.0,12.0,https://images.openfoodfacts.org/images/products/327/016/037/1983/front_fr.19.400.jpg,4.2,1244,27,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
8008698026090,Pizza Margherita,Pizzas,Royal Kitchen,Schär,51.0,"dough 53%: corn starch, water, rice flour, thickeners: cellulose, hydroxypropyl methylcellulose, rice starch, extra virgin olive oil 3,5%, yeast, maize flour, sunflower oil, iodized salt, (salt, potas",c,230.0,9.2,27.0,7.5,https://images.openfoodfacts.org/images/products/800/869/802/6090/front_en.76.400.jpg,4.5,85,47,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4001724042105,Ristorante Mozzarella (Dr. Oetker),Pizzas,The Grill House,Dr. Oetker,112.0,"WHEAT flour (with calcium, niacin (B3), iron, thiamin (B1)), MOZZARELLA CHEESE (24%) tomato puree, cherry tomatoes (10%), water, vegetable oil (rapeseed), yeast, salt, basil, sugar, parsley, spinach, ",c,240.0,11.9760479041916,24.5508982035928,11.377245508982,https://images.openfoodfacts.org/images/products/400/172/404/2105/front_en.41.400.jpg,3.3,1382,27,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160890118,Pizza Regina,Pizzas,Sushi World,Picard,75.0,"Farine de _blé_ (_gluten_), pulpe de tomate 16,6%, eau, mozzarella (contient _lait_ : UE) 14,5%, jambon cuit 12,4% [viande de porc (UE), eau, sel, amidon de pomme de terre, sucre, dextrose de maïs, ép",d,193.0,4.8,27.0,9.0,https://images.openfoodfacts.org/images/products/327/016/089/0118/front_fr.51.400.jpg,3.2,1049,26,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
5060198644177,Margherita Pizzetta,Pizzas,Street Eats,Crosta Mollica,104.0,"_Wheat_ Flour, Mozzarella Cheese (19%) (Cow's _Milk_), Water, Tomato (8%), Tomato Puree (8%), Sunflower Oil, Parmigiano Reggiano D.O.P, Cheese (Cow's _Milk_, Animal-based Rennet), Salt, Olive Oil, Sic",d,239.0,8.39449541284404,29.3119266055046,10.5045871559633,https://images.openfoodfacts.org/images/products/506/019/864/4177/front_en.22.400.jpg,3.6,1280,28,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3700009272701,Pizza Jambon Supérieur Champignons Mozzarella,Pizzas,El Classico,Mix Buffet,36.0,"Pâte 45,7% (farine de BLÉ, eau, huile d'olive vierge extra, levure, sel), MOZZARELLA 15,2%, jambon cuit supérieur 14,2% (jambon de porc 13,2% (origine : France), eau, sel, arômes naturels, dextrose, b",c,233.0,8.5,27.0,11.0,https://images.openfoodfacts.org/images/products/370/000/927/2701/front_fr.20.400.jpg,3.3,646,23,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3248833088872,Cmo Royale 400G Jambon - Mozzarella - Emmental Présente En X3,Pizzas,The Grill House,Marie,78.0,"Pâte Moelleuse 55,5% :
farine de blé, eau, huile de colza, levure boulangère, sel, sucre,

Garniture 44,5% :
jambon cuit supérieur fumé 12,4% (jambon de porc origine France, sel, arômes naturels*,",c,232.0,6.2,32.0,11.0,https://images.openfoodfacts.org/images/products/324/883/308/8872/front_fr.19.400.jpg,3.5,471,36,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3700009271179,Pizza Del Gusto Chèvre Miel,Pizzas,Burger Factory,Mix Buffet,90.0,"200 g de Pâte Napoli (52,6%) : pâte 50,5% (farine de blé, eau, huile d'olive vierge extra, levure, sel), huile de tournesol.

105 g de Garniture d'Ingrédients savoureux (27,6%) : mozzarella 13,4%, f",d,258.421052631579,10.0,31.0,9.9,https://images.openfoodfacts.org/images/products/370/000/927/1179/front_fr.55.400.jpg,3.5,816,28,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3392590205055,Boule À Pizza,Pizzas,Burger Factory,croustipâte,69.0,"Farine de blé française (58%), eau, gluten de blé, sel, poudres à lever (glucono-delta-lactone, carbonates de potassium), sucre, vinaigre en poudre, levure désactivée, agent de traitement de la farine",c,225.0,0.5,47.0,7.2,https://images.openfoodfacts.org/images/products/339/259/020/5055/front_fr.57.400.jpg,4.6,1476,41,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
5060198646034,Regina Sourdough Pizza Ham Mushroom & Mozzarella,Pizzas,Burger Factory,Crosta & Mollica,80.0,"Wheat Flour, Mozzarella Cheese (11.5%) (Cow's Milk), Mushrooms (7.2%), Prosciutto Cotto Ham (6.6%) (Pork Meat, Water, Salt, Dextrose, Antioxidant: Sodium Ascorbate, Preservative: Sodium Nitrite, Spice",c,229.206500956023,7.7,29.0,10.0,https://images.openfoodfacts.org/images/products/506/019/864/6034/front_en.3.400.jpg,4.4,388,46,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242273050451,Pizza Crust Buffalo,Pizzas,Mama's Kitchen,Sodebo,84.0,"Pâte moelleuse à pizza (farine de blé, eau, huile d'olive, levain de germe de blé, levure boulangère, farine de blé malté, sel), fromages, purée de tomates, poivrons grillés, viande de bœuf 7% , eau, ",c,210.0,7.3,24.0,10.0,https://images.openfoodfacts.org/images/products/324/227/305/0451/front_fr.53.400.jpg,3.7,1392,30,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4001724039020,Ristorante Pizza Spinaci,Pizzas,Sushi World,Dr. Oetker,71.0,"WEIZENMEHL, 20% Spinat, 18% Tomatenpüree, 14% KÄSE (schnittfester MOZZARELLA, EDAMER), Wasser, Rapsöl, Backhefe, Salz, Zucker, modifizierte Stärke, Emulgator (Mono - und Diglyceride von Speisefettsäur",c,221.0,11.0,21.0,7.1,https://images.openfoodfacts.org/images/products/400/172/403/9020/front_de.142.400.jpg,3.8,695,36,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
6111260960769,Mini Pizza Nature,Pizzas,Pizza Palace,Bimbo,92.0,"Farine de blé, eau, graisse végétale, levure, sucre, poudre à lever (bicarbonate de sodium, pyrophosphate acide de sodium), acide lactique, conservateurs (propionate de sodium, acide sorbique) émulsif",c,321.0,7.2,54.0,9.8,https://images.openfoodfacts.org/images/products/611/126/096/0769/front_fr.12.400.jpg,4.7,107,18,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
5060198643088,Margherita Sourdough Pizza,Pizzas,Pizza Palace,Crosta & Mollica,145.0,"WHEAT Flour, Mozzarella Cheese (19%) (Cow's MILK), Water, Tomato (8%), Tomato Puree (8%), Sunflower Oil, Parmigiano Reggiano D.O.P. Cheese (Cow's MILK, Non-Vegetarian Rennet), Salt, Olive Oil, Sicilia",c,232.0,7.3,30.0,10.4,https://images.openfoodfacts.org/images/products/506/019/864/3088/front_en.37.400.jpg,3.7,841,32,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
8059070740813,Pizza 4 Fromages,Pizzas,The Grill House,L'Italie des Pizzas,115.0,"Farine de BLÉ tendre type &quot;00&quot;, MOZZARELLA de vache 27 %, eau, GORGONZOLA 10 %, EMMENTAL 7 %, sauce tomate, grana padano 4 % (LAIT, sel, présure, conservateur : lysozyme d'OEUF), semoule de ",d,241.0,9.9,24.0,14.0,https://images.openfoodfacts.org/images/products/805/907/074/0813/front_fr.40.400.jpg,3.3,569,46,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242272348252,"Dolce Pizza Napoli Mozzarella, Poulet, Poivrons Grillés & Pesto",Pizzas,Burger Factory,Sodebo,93.0,"Pâte fine à pizza (farines de _BLÉ_ et de _BLÉ_ malté, eau, semoule de _BLÉ_ dur, levure boulangère, sel), _MOZZARELLA_, viande de poulet, poivrons grillés, eau, _FROMAGE_ blanc, _CRÈME_ légère, _PARM",c,222.0,7.3,28.0,10.0,https://images.openfoodfacts.org/images/products/324/227/234/8252/front_fr.42.400.jpg,4.6,1032,26,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3560071272609,Pizza Légumes Grillés,Pizzas,Crave It,"Carrefour BIO, Carrefour",74.0,"Farine de _blé_*, purée de tomates* mi-réduite 19%, eau, _mozzarella_ râpée* 13,2%, aubergines grillées* 5,8%, courgettes grillées* 5,8%, poivrons jaunes* et rouges* grillés 5,2%, huile de tournesol*,",c,205.0,6.3,28.0,7.7,https://images.openfoodfacts.org/images/products/356/007/127/2609/front_fr.20.400.jpg,3.2,1017,44,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242271000762,Dolce Pizza Bianca,Pizzas,The Hungry Bear,Sodebo,132.0,"Pâte fine à pizza (farines de BLE et de BLE malté, eau, semoule de BLE dur, levure boulangère, sel), MOZZARELLA, eau, FROMAGE de chèvre, FROMAGE blanc, CREME légère, olives noires avec noyau, huile de",d,242.0,8.5,30.0,10.0,https://images.openfoodfacts.org/images/products/324/227/100/0762/front_fr.3.400.jpg,4.3,1150,32,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
5060198644238,Stromboli,Pizzas,Desert Rose Kitchen,CROSTA MOLLICA,118.0,"_Wheat Flour_, Tomato Passata, Water, Mozzarella Cheese (12.3%) (Cow's Milk). Ventricina Smoked Salami (5.6%) (Pork Meat, Pork Fat, Salt, Preservative: Sodium Nitrite, Spices, Dextrose, Antioxidant: A",c,262.5,9.39597315436242,18.165548098434,10.0671140939597,https://images.openfoodfacts.org/images/products/506/019/864/4238/front_en.3.400.jpg,4.5,1165,30,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3700009275757,Pizza Del Gusto Montagnarde,Pizzas,Pasta Corner,Mix buffet,149.0,"200 g de Pâte Napoli (52,6%) : pâte 50,5% (farine de blé, eau, huile d'olive vierge extra, levure, sel), huile de tournesol.
105 g de Garniture d'Ingrédients savoureux (27,6%) : fromage à raclette 11,",d,268.0,12.0,29.0,10.0,https://images.openfoodfacts.org/images/products/370/000/927/5757/front_en.6.400.jpg,3.6,855,43,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
8015673029922,La Numero Uno Prosciutto & Funghi,Pizzas,Urban Bites,Italpizza,27.0,"Teig (Weichweizenmehl, Wasser, Salz, Hefe), Tomatensoße 17% (passierte Tomaten, Tomatenmark, natives Olivenöl extra, Salz, Zucker, Oregano, Basilikum), Mozzarella 14% (Milch, Salz, mikrobielles Lab, M",c,196.0,6.4,24.0,9.9,https://images.openfoodfacts.org/images/products/801/567/302/9922/front_de.48.400.jpg,4.6,694,50,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
00255752,Bocconcini Mozzarella & Sunblush Cherry Tomatoes,Pizzas,Burger Factory,Sainsbury's,107.0,"Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Tomatoes, Mozzarella Cheese (14%) (Cows' Milk), Bocconcini Mozzarella Balls (12%) (Cows' Milk), Water, Marinated Sun-Drie",c,221.074380165289,7.60330578512397,27.1074380165289,10.0826446280992,https://images.openfoodfacts.org/images/products/000/000/025/5752/front_en.22.400.jpg,4.0,152,39,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3270160894215,Funghi E Tartufo,Pizzas,Crave It,Picard,146.0,"Farine de _BLÉ_ (_GLUTEN_), eau, mozzarella (contient _LAIT_) 18,8%, champignon de Paris (champignon de Paris 8,5%, huile de tournesol, sel, ail), préparation au cheddar [eau, huile de tournesol, ched",d,248.0,8.5,30.0,12.0,https://images.openfoodfacts.org/images/products/327/016/089/4215/front_fr.23.400.jpg,4.8,125,44,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4001724039419,Ristorante Pizza Bolognese E Fromaggi,Pizzas,Flavor Street,Dr. Oetker Ristorante,145.0,"Farine de BLÉ, 22% purée de tomate, 10% viande de bœuf haché, eau, 5,9% FROMAGE MOZZARELLA, 5,9% FROMAGE EMMENTAL, huile de colza, 3,8% oignons grillés, 3,6% concentré de tomate, 2,6% tomates en morce",c,252.533333333333,9.9,23.0,8.9,https://images.openfoodfacts.org/images/products/400/172/403/9419/front_fr.3.400.jpg,3.4,368,40,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
4001724044451,Pizza Rucola Ristorante,Pizzas,Urban Bites,Ristorante,91.0,"Farine de BLÉ, 17% FROMAGE MOZZARELLA, 13% purée de tomate, 10% tomates cerises, eau, 6,6% concentré de tomate, huile de colza, 4,4% roquette, levure de boulangerie, sel, sucre, huile d'olive vierge e",d,,,,,https://images.openfoodfacts.org/images/products/400/172/404/4451/front_en.9.400.jpg,4.5,1313,28,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
3242273050550,Pizza Crust Farmer,Pizzas,Sushi World,Sodebo,141.0,"Pâte moelleuse à pizza (farines de blé et blé malté, eau, levain de germe de blé, levure boulangère, huile d'olive vierge, sel), purée de tomates, mozzarella, viande de poulet, eau, poivrons grillés 4",c,202.0,5.2,27.0,10.0,https://images.openfoodfacts.org/images/products/324/227/305/0550/front_fr.75.400.jpg,4.7,1381,19,True,OpenFoodFacts,,2026-04-30 22:26:45,0.0
